status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
matched,2019,article,"RESEÑA: EL APRENDIZAJE-SERVICIO EN EDUCACIÓN SUPERIOR. TEORÍA, PRÁCTICA Y PERSPECTIVA CRÍTICA","Deeley, S.",,,,,,,,,,,,,,,,,,,,,RIDAS,,,Edicions de la Universitat de Barcelona,,2019,['Higher education research'],[],Spanish,http://revistes.ub.edu/index.php/RIDAS/article/view/RIDAS2017.3.14/22056,10.1344/ridas2017.3.14,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
matched,Pinz_n_C__2018,article,Del otro lado de la muralla. Experiencias de educación en derechos humanos en Cartagena de Indias y San Basilio de Palenque,"Pinzón C., David R. ",,,,,,,,,,,,,,,,,,,,,Nómadas,,49,Universidad Central - Colombia,272-276,2018,['Formal Education'],[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6888279,10.30578/nomadas.n49a17,,CIUDADANÍA GLOBAL,
matched,Field_2016,article,"International Comparative Adult Education Research. Reflections on theory, methodology and future developments","Field, John","Künzel, Klaus","Schemmann, Michael",,,,,,,,,,,,,,,,,,,Internationales Jahrbuch der Erwachsenenbildung,39,1,Portico,,2016,['Non-formal education'],[],German,,10.7788/ijbe-2016-0108,,,
matched,King_2019,article,"Education, digital literacy and democracy: the case of Britain's proposed `exit' from the European Union (Brexit)","King, Kenneth",,,,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,Asia Pacific Education Review,20,2,Springer Science and Business Media LLC,285-294,2019,"['conceptual publications', 'Theoretical']",[],English,,10.1007/s12564-019-09594-0,,,
matched,van_Oudenhoven_2019,article,Global Citizenship in a Fragmenting and Polarizing World,"van Oudenhoven, Nico","van Oudenhoven, Rona Jualla",,,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,Childhood Education,95,3,Informa UK Limited,39-43,2019,"['conceptual publications', 'Theoretical']","['Informal education including youth work, media', 'community work']",English,,10.1080/00094056.2019.1616468,,,
matched,Whalen_2020,article,Cosmopolitanism: Rethinking the Agenda of Education Abroad,"Whalen, Brian","Woolf, Michael",,,,,,,,,The Bloomsbury Handbook of Global Educationa and Learning," Bourn, Douglas",,,,,,,,,,Frontiers: The Interdisciplinary Journal of Study Abroad,32,3,The Forum on Education Abroad,72-98,2020,"['conceptual publications', 'Theoretical']",[],English,,10.36366/frontiers.v32i3.580,,,
matched,Estelles_2016,article,Review of What kind of citizen? Educating our children for the common good,"Estelles, Marta",,,,,,,,,,,,,,,,,,,,,Education Review // Reseñas Educativas,23,,Education Policy Analysis Archives,,2016,['Formal Education'],[],English,,10.14507/er.v23.2074,,,
matched,Scheunpflug_2012,article,Globales Lernen und religiöse Bildung,"Scheunpflug, Annette",,,,,,,,,,Lernimpulse Grundschule,IRP Freiburg,,,,,,,,,,Zeitschrift für Pädagogik und Theologie,64,3,Walter de Gruyter GmbH,221-230,2012,['Formal Education'],"['conceptual publications', 'Theoretical']",German,,10.1515/zpt-2012-0304,,,
matched,Ibarra_Figueroa_2022,article,Educación para la ciudadanía global,"Figueroa, Williams Ibarra","Leyton, Elia Calderón",,,,,,,,,,,,,,,,,,,,Acta Scientiarum. Education,44,,Universidade Estadual de Maringa,e60717,2022,['Formal Education'],"['conceptual publications', 'Theoretical']",Spanish,https://www.sintesis.com/data/indices/9788413570174.pdf,10.4025/actascieduc.v44i1.60717,,,
matched,Beeson_2019,article,"Making Global Learning Universal: Promoting Inclusion and Success for All Students, by Hilary Landorf, Stephanie Doscher, and Jaffus Hardrick. Sterling, VA: Stylus, 2018. 273 pages, $125.00 (hardcover).","Beeson, Sherrie Rhodes",,,,,,,,,,,,,,,,,,,,,New Horizons in Adult Education and Human Resource Development,31,3,Wiley,72-74,2019,['Formal Education'],[],English,https://styluspub.presswarehouse.com/browse/book/9781620363607/Making-Global-Learning-Universal,10.1002/nha3.20257,,,
matched,Ugwuozor_2019,article,Philosophical Education and Global Citizenship: Tapping into the Process Philosophy of Alfred North Whitehead,"Ugwuozor, Felix Okechukwu",,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,New Zealand Journal of Educational Studies,54,1,Springer Science and Business Media LLC,179-194,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1007/s40841-019-00125-4,,,
matched,Sk_r_s_2019,article,"THE ETHNIC/LOCAL, THE NATIONAL AND THE GLOBAL: GLOBAL CITIZENSHIP EDUCATION IN SOUTH SUDAN","Skårås, Merethe","Carsillo, Tami","Breidlid, Anders",,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,British Journal of Educational Studies,68,2,Informa UK Limited,219-239,2019,['Non-formal education'],[],English,,10.1080/00071005.2019.1598540,,,
matched,English_2016,article,"John Dewey and the Role of the Teacher in a Globalized World: Imagination, empathy, and `third voice'","English, Andrea R.",,,,,,,,,,John Dewey’s Democracy and Education on an Era of Globalization,"Gordon, Mordechai"," English, Andrea R.",,,,,,,,,Educational Philosophy and Theory,48,10,Informa UK Limited,1046-1064,2016,"['training of trainers', 'Teacher education']","['conceptual publications', 'Theoretical']",English,https://www.tandfonline.com/doi/abs/10.1080/00131857.2016.1202806,10.1080/00131857.2016.1202806,,,
matched,Thomas_2020,article,Toward a framework for assessing the `global' and `citizen' in global citizenship education in Australia and beyond,"Thomas, Matthew A. M.","Banki, Susan",,,,,,,,,Discourse: Studies in the CUltural Politics of Education.,,,,,,,,,,,Discourse: Studies in the Cultural Politics of Education,42,5,Informa UK Limited,732-748,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1080/01596306.2020.1843113,,,
matched,Pashby_2020,article,A meta-review of typologies of global citizenship education,"Pashby, Karen","da Costa, Marta","Stein, Sharon","Andreotti, Vanessa de Oliveira",,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,Comparative Education,56,2,Informa UK Limited,144-164,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1080/03050068.2020.1723352,,,
matched,Abbasov_2019,article,Making global learning universal: promoting inclusion and success for all students,"Abbasov, Abbas",,,,,,,,,,,,,,,,,,,,,Compare: A Journal of Comparative and International Education,50,5,Informa UK Limited,769-770,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,https://styluspub.presswarehouse.com/browse/book/9781620363607/Making-Global-Learning-Universal,10.1080/03057925.2019.1655238,,,
matched,Leivas_2018,article,From the body to the city: participatory action research with social cartography for transformative education and global citizenship,"Leivas, Monique",,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Drinkwater, M.","Rizvi, Fazal","Edge, Karen",,,,,,,,Educational Action Research,27,1,Informa UK Limited,40-56,2018,"['community work', 'Informal education including youth work, media']",[],English,,10.1080/09650792.2018.1519453,,,
matched,Scoffham_2019,article,"The world in their heads: children's ideas about other nations, peoples and cultures","Scoffham, Stephen",,,,,,,,,,"Exploring the Complexities in Global Citizenship Education: Hard Spaces, Methodologies, and Ethics","Misiaszek, Lauren Ila",,,,,,,,,,International Research in Geographical and Environmental Education,28,2,Informa UK Limited,89-102,2019,"['conceptual publications', 'Theoretical']",[],English,,10.1080/10382046.2019.1529712,,,
matched,_oryt__2019,article,Why it is important to protect the environment: reasons given by children,"Šorytė, Dovilė","Pakalniškienė, Vilmantė",,,,,,,,,"Exploring the Complexities in Global Citizenship Education: Hard Spaces, Methodologies, and Ethics","Misiaszek, Lauren Ila",,,,,,,,,,International Research in Geographical and Environmental Education,28,3,Informa UK Limited,228-241,2019,"['community work', 'Informal education including youth work, media']",[],English,,10.1080/10382046.2019.1582771,,,
matched,Monroe_2017,article,Identifying effective climate change education strategies: a systematic review of the research,"Monroe, Martha C.","Plate, Richard R.","Oxarart, Annie","Bowers, Alison","Chaves, Willandia A.",,,,,,Teacher Education for Sustainable Development and Global Citizenship,"Bamber, Philip",,,,,,,,,,Environmental Education Research,25,6,Informa UK Limited,791-812,2017,"['conceptual publications', 'Theoretical']",[],English,,10.1080/13504622.2017.1360842,,,
matched,Tan_2019,article,An ethical foundation for global citizenship education: a neo-Confucian perspective,"Tan, Charlene",,,,,,,,,,"Teacher Education for Sustainable Development and Global Citizenship: Critical Perspectives on Values, Curriculum and Assessment","Bamber, Philip",,,,,,,,,,Journal of Beliefs & Values,41,4,Informa UK Limited,446-457,2019,"['training of trainers', 'Teacher education']",[],English,,10.1080/13617672.2019.1683431,,,
matched,Mata_McMahon_2019,article,Re-enchanting education and spiritual wellbeing: fostering belonging and meaning-making for global citizens,"Mata-McMahon, Jennifer",,,,,,,,,,,,,,,,,,,,,International Journal of Children′s Spirituality,24,4,Informa UK Limited,448-450,2019,['Policy related research'],[],English,,10.1080/1364436x.2019.1701783,,,
matched,Mart_nez_Herrero_2018,article,Human rights and social justice in social work education: a critical realist comparative study of England and Spain,"Herrero, María Inés Martínez","Charnley, Helen",,,,,,,,,"Exploring the Complexities in Global Citizenship Education: Hard Spaces, Methodologies, and Ethics","Misiaszek, Lauren Ila",,,,,,,,,,European Journal of Social Work,22,2,Informa UK Limited,225-237,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1080/13691457.2018.1540407,,,
matched,Pineda_2019,article,The worldwide spread of peace education: discursive patterns in publications and international organisations,"Pineda, Pedro","Celis, Jorge","Rangel, Lina",,,,,,,,"Handbook of Research on Education for Participative Citizenship and Global Prosperity, 409-430",,,,,,,,,,,"Globalisation, Societies and Education",17,5,Informa UK Limited,638-657,2019,"['training of trainers', 'Teacher education']",[],English,,10.1080/14767724.2019.1665988,,,
matched,Millar_2019,article,Global citizenship: Defining capabilities for speech-language pathology,"Millar, CaraJane","Carey, Lindsay B.","Fortune, Tracy","Mathisen, Bernice A.","Hill, Anne E.","Dukhno, Julia","McKenzie, Bridie",,,,"Exploring the Complexities in Global Citizenship Education: Hard Spaces, Methodologies, and Ethics","Misiaszek, Lauren Ila",,,,,,,,,,International Journal of Speech-Language Pathology,21,3,Informa UK Limited,317-324,2019,"['community work', 'Informal education including youth work, media']",[],English,,10.1080/17549507.2019.1607902,,,
matched,Kulkarni_2019,article,"A book review of citizenship education and global migration: implications for theory, research, and teaching","Kulkarni, Saili S.",,,,,,,,,,Practices of Citizenship in East Africa Perspectives from Philosophical Pragmatism,"Holma, Katariina"," Kontinen, Tiina",,,,,,,,,Multicultural Education Review,11,2,Informa UK Limited,149-151,2019,"['conceptual publications', 'Theoretical']",[],English,,10.1080/2005615x.2019.1615248,,,
matched,Unterhalter_2019,article,The Many Meanings of Quality Education: Politics of Targets and Indicators inSDG4,"Unterhalter, Elaine",,,,,,,,,,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,Global Policy,10,S1,Wiley,39-51,2019,"['conceptual publications', 'Theoretical']",[],English,,10.1111/1758-5899.12591,,,
matched,McFarland_2019,article,Global Human Identification and Citizenship: A Review of Psychological Studies,"McFarland, Sam","Hackett, Justin","Hamer, Katarzyna","Katzarska-Miller, Iva","Malsch, Anna","Reese, Gerhard","Reysen, Stephen",,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,Political Psychology,40,S1,Wiley,141-171,2019,"['conceptual publications', 'Theoretical']",[],English,,10.1111/pops.12572,,,
matched,Bowman_2019,article,Imagining future worlds alongside young climate activists: a new framework for research,"Bowman, Benjamin",,,,,,,,,,,,,,,,,,,,,Fennia - International Journal of Geography,197,2,Fennia - International Journal of Geography,295-305,2019,"['educational partnerships', 'International Volunteering, study visits']","['Informal education including youth work, media', 'community work']",English,https://fennia.journal.fi/article/view/85151,10.11143/fennia.85151,,,
matched,Regilme_2018,article,The global politics of human rights: From human rights to human dignity?,"Regilme, Salvador Santino F",,,,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,International Political Science Review,40,2,SAGE Publications,279-290,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1177/0192512118757129,,,
matched,Velez_2017,article,Building Human Rights Consciousness in Postconflict Societies: Peruvian Adolescents' Understandings of Human Rights,"Velez, Gabriel M.",,,,,,,,,,Practices of Citizenship in East Africa: Perspectives from Philosophical Pragmatism,"Holma, Katariina","Kontinen, Tiina",,,,,,,,,Journal of Adolescent Research,34,4,SAGE Publications,438-463,2017,"['conceptual publications', 'Theoretical']",[],English,,10.1177/0743558417722519,,,
matched,Estelles_2018,article,Tacit assumptions of citizenship education: A case study in Spanish initial teacher education,"Estelles, Marta","Romero, Jesús",,,,,,,,,,,,,,,,,,,,"Education, Citizenship and Social Justice",14,2,SAGE Publications,131-148,2018,"['training of trainers', 'Teacher education']",[],English,,10.1177/1746197918771336,,,
matched,Souza_2018,article,"Corporeidade, imagem, fagocitação e alteridade: comunicação Mbyá-Guarani no Facebook","Souza, Fátima Rosane Silveira","de Menezes, Ana Luisa Teixeira",,,,,,,,,,,,,,,,,,,,"Anuario electrónico de estudios en Comunicación Social ""Disertaciones""",11,2,Colegio Mayor de Nuestra Senora del Rosario,12,2018,"['conceptual publications', 'Theoretical']",['Higher education research'],Portuguese,http://uece.br/eventos/spcp/anais/trabalhos_completos/247-38712-29032016-125741.pdf,10.12804/revistas.urosario.edu.co/disertaciones/a.5633,Brazil,Braz team,
matched,Franch_2020,article,Global citizenship education discourses in a province in northern Italy,"Franch, Sara",,,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Peterson, Andrew","Stahl, Garth","Soong, Hannah",,,,,,,,International Journal of Development Education and Global Learning,12,1,UCL Press,665-678,2020,['Policy related research'],[],English,,10.14324/ijdegl.12.1.03,,,
matched,Rodrigo_Hern_ndez_2016,article,"SOTILLO, J.A., El reto de cambiar el mundo. La Agenda 2030 de desarrollo sostenible","Hernández, Ángel José Rodrigo",,,,,,,,,,,,,,,,,,,,,Revista Catalana de Dret Ambiental,7,1,Universitat Rovira I Virgili,,2016,['Policy related research'],[],Spanish,https://dialnet.unirioja.es/servlet/libro?codigo=723911,10.17345/rcda1701,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
matched,Thalgi_2019,article,İslâm Eğitimi Açısından Küresel Vatandaşlığa Bakış,"Thalgi, Mohammad",,,,,,,,,,Strategies for Fostering Inclusive Classrooms in Higher Education: International Perspectives on Equity and Inclusion,"Hoffman, J.","Blessinger, Patrick","Makhanya, M.",,,,,,,,Cumhuriyet İlahiyat Dergisi,,,Cumhuriyet Universitesi Ilahiyat Fakultesi Dergisi,1027-1050,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.18505/cuid.527285,,,
matched,Scheinert_2019,article,International development volunteering: An instrument for promoting education in line with the Sustainable Development Goals?,"Scheinert, Laura","Guffler, Kerstin","Polak, Jan Tobias","Bruder, Martin",,,,,,,Exemplary Practices in Marine Science Education,,,,,,,,,,,International Journal of Development Education and Global Learning,11,1,UCL Press,4-28,2019,['Non-formal education'],[],English,,10.18546/ijdegl.11.1.02,,,
matched,Kurian_2019,article,Empathy: simple and inevitable? Development education and narratives of African poverty,"Kurian, Nomisha ",,,,,,,,,,Handbook of Research on Education for Participative Citizenship and Global Prosperity,"Pineda-Alfonso, José A.","De Alba-Fernández, Nicolás ","Navarro-Medina, Elisa",,,,,,,,International Journal of Development Education and Global Learning,11,1,UCL Press,120-137,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.18546/ijdegl.11.1.08,,,
matched,Race_2017,article,"Global Migration, Diversity, and Civic Education: Improving policy and practice , edited by James A. Banks, Marcelo M. Suárez-Orozco and Miriam Ben-Peretz","Race, Richard",,,,,,,,,,,,,,,,,,,,,London Review of Education,,,UCL Press,,2017,['Policy related research'],[],English,,10.18546/lre.15.3.17,,,
matched,Pastor_Garc_a_2019,article,Assessment approach of Development Education and Global Citizenship Education,"Pastor-García, M. Inmaculada","López-Toro, Alberto A.","Moral-Toranzo, Felix",,,,,,,,Teacher Education for Sustainable Development and Global Citizenship,"Bamber, Philip",,,,,,,,,,Revista iberoamericana de estudios de desarrollo = Iberoamerican journal of development studies,8,1,Universidad de Zaragoza,144-155,2019,"['conceptual publications', 'Theoretical']",[],English,,10.26754/ojs_ried/ijds.326,,,
matched,De_Oliveira_2014,article,Percepção dos alunos de ensino médio sobre Educação Ambiental em Tefé (AM)," Cavalcante, Jomara De Oliveira","Ramos, Aline Cristina Aparício","Teixeira, Kellen Queiroz","Peres, Maria Gecineide","Carvalho, Wanderson de Oliveira",,,,,,,,,,,,,,,,,Revista Brasileira de Educação Ambiental (RevBEA),8,1,Universidade Federal de Sao Paulo,130-138,2014,['Higher education research'],['Higher education research'],Portuguese,http://congresso.rebibio.net/congrebio2015/trabalhos/pdf/congrebio2015-et-07-008.pdf,10.34024/revbea.2013.v8.1843,Brazil,Braz team,
matched,https://doi.org/10.34629/ipl.eselx.cap.livros.082,article,Trabalhar a leitura numa perspetiva de educação para o desenvolvimento: uma experiência no 3.º ano de escolaridade,"Barbosa, Gabriela","Aguiar, Ana Raquel","Passos, Tânia",,,,,,,,Investigação e Práticas em Leitura,"Sousa, O.","Ferreira, P.","Estrela, A.","Esteves, S.",,,,,,,,,,"CIED - Centro Interdisciplinar de Estudos Educacionais, Escola Superior de Educação do Instituto Politécnico de Lisboa",52-66,2020,"['training of trainers', 'Teacher education']",['Higher education research'],Portuguese,http://hdl.handle.net/10400.21/12077,10.34629/IPL.ESELX.CAP.LIVROS.082,,,
matched,Rego_Agraso_2017,article,Aprendizaje-servicio y misión cívica de la universidad. Una propuesta de desarrollo,"Agraso, L. Rego",,,,,,,,,,,,,,,,,,,,,REDU. Revista de Docencia Universitaria,15,1,Universitat Politecnica de Valencia,373,2017,['Higher education research'],[],Spanish,https://dialnet.unirioja.es/servlet/libro?codigo=653633,10.4995/redu.2017.6001,,CIUDADANÍA GLOBAL,
matched,Bennett_2015,article,Bringing Human Rights Education to US Classrooms: Exemplary Models      from Elementary Grades to University by Susan Roberta Katz and Andrea McEvoy Spero (Eds.),"Bennett, Michael",,,,,,,,,,,,,,,,,,,,,Radical Teacher,103,,"University Library System, University of Pittsburgh",71-73,2015,['Formal Education'],[],English,,10.5195/rt.2015.248,,,
matched,https://doi.org/10.7340/anuac2239-625x-123,article,"Flavia Virgilio, 2012, Educare cittadini globali. Etnografia della cooperazione sull’acqua tra Nord e Sud del mondo, Pisa, Edizioni ETS, pp. 192","Barba, Bruno",,,,,,,,,,,,,,,,,,,,,Anuac,2,2,Associazione Nazionale Universitaria Antropologi Culturali (ANUAC),,2015,"['educational partnerships', 'International Volunteering, study visits']",[],Italian,,10.7340/ANUAC2239-625X-123,,,
matched,Bunnell_2019,book,International Schooling and Education in the `New Era',"Bunnell, Tristan",,,,,,,,,,,,,,,,,,,,,,,,Emerald Publishing Limited,,2019,['Formal Education'],[],English,https://books.emeraldinsight.com/page/detail/International-Schooling-and-Education-in-the/?K=9781787695443,10.1108/9781787695412,,,
matched,Zwaan_van_der_2016,book,Haalt de universiteit 2040? Een Europees perspectief op wereldwijde kansen en bedreigingen,"van der, Bert Zwaan",,,,,,,,,,,,,,,,,,,,,,,,Amsterdam University Press,,2016,['Higher education research'],"['conceptual publications', 'Theoretical']",Dutch,http://library.oapen.org/handle/20.500.12657/31962,10.26530/oapen_620650,,,
matched,Hornberg_2019,book,Bildung und Erziehung im Kontext globaler Transformationen,"Hornberg, Sabine","Rieckmann, Marco",,,,,,,,,,"Clemens, Iris",,,,,,,,,,,,,Barbara Budrich,,2019,"['conceptual publications', 'Theoretical']",[],German,https://shop.budrich-academic.de/wp-content/uploads/2018/05/9783847412014.pdf?v=3a52f3c22ed6,10.3224/84742174,,,
matched,2018,book,Critical Theory and Transformative Learning,"Wang, Victor  X.",,,,,,,,,,,"Wang, Victor X.",,,,,,,,,,,,,IGI Global,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.igi-global.com/book/critical-theory-transformative-learning/196162,10.4018/978-1-5225-6086-9,,,
matched,2019,book,Study Abroad Opportunities for Community College Students and Strategies for Global Learning,"Malveaux, Gregory F.","Raby, Rosalind Latiner",,,,,,,,,,"Malveaux, Gregory F.","Raby, Rosalind Latiner",,,,,,,,,,,,IGI Global,,2019,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://www.igi-global.com/book/study-abroad-opportunities-community-college/198507,10.4018/978-1-5225-6252-8,,,
matched,2019,book,Handbook of Research on Education for Participative Citizenship and Global Prosperity,"Pineda-Alfonso, José A.","De Alba-Fernandes, N.","Navarro-Medina, Elisa",,,,,,,,,"Pineda-Alfonso, José A.","De Alba-Fernández, Nicolás ","Navarro-Medina, Elisa",,,,,,,,,,,IGI Global,,2019,['Non-formal education'],[],English,https://www.igi-global.com/book/handbook-research-education-participative-citizenship/203074,10.4018/978-1-5225-7110-0,,,
matched,2018,book,Leadership for Sustainability in Higher Education,"Haddock-Fraser, Janet","Rands, Peter","Scoffham, Stephen",,,,,,,,,,,,,,,,,,,,,,Bloomsbury,,2018,['Higher education research'],[],English,https://www.bloomsbury.com/uk/leadership-for-sustainability-in-higher-education-9781350006126/,10.5040/9781350006133,,,
matched,Edge_2019,book,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,,,,,,,,,,,,,,,Bloomsbury,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.5040/9781350052369,,,
matched,Ponte_2019,book,"Business, Power and Sustainability in a World of Global Value Chains","Ponte, Stefano",,,,,,,,,,,,,,,,,,,,,,,,Zed Books Ltd,,2019,['Policy related research'],[],English,https://www.zedbooks.net/shop/book/business-power-and-sustainability-in-a-world-of-global-value-chains/forthcoming/,10.5040/9781350218826,,,
matched,2018,book,Rethinking Youth Citizenship after the Age of Entitlement,"Walsh, Lucas","Black, Rosalyn",,,,,,,,,,,,,,,,,,,,,,,Bloomsbury,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.bloomsbury.com/uk/rethinking-youth-citizenship-after-the-age-of-entitlement-9781474248037/,10.5040/9781474248068,,,
matched,Sant_2018,book,Global Citizenship Education,"Sant, Edda","Davies, Ian","Pashby, Karen","Shultz, Lynette",,,,,,,,,,,,,,,,,,,,,Bloomsbury,,2018,"['conceptual publications', 'Theoretical']",[],English,,10.5040/9781474286749,,,
matched,Edge_2019,book,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education","Edge, Karen",,,,,,,,,,Teacher Education for Sustainable Development and Global Citizenship,,Global Citizenship,,,,,,,,,,,,Bloomsbury,99-112,2019,"['training of trainers', 'Teacher education']",[],English,,10.5040/9781350052369,,,
matched,2019,book,Multicultural Andragogy for Transformative Learning,"Peltz, David P.","Anthony, C. Clemons",,,,,,,,,,"Peltz, David P","Clemons, Anthony C",,,,,,,,,,,,IGI Global,,2019,['Policy related research'],[],English,https://www.igi-global.com/book/multicultural-andragogy-transformative-learning/180990,10.4018/978-1-5225-3474-7,,,
matched,Tarozzi_2016,book,Global Citizenship Education and the Crises of Multiculturalism,"Tarozzi, Massimiliano","Torres, Carlos Alberto",,,,,,,,,,,,,,,,,,,,,,,Bloomsbury,,2016,"['conceptual publications', 'Theoretical']",[],English,,10.5040/9781474236003,,,
matched,Good_2020,book,Bring the World to the Child,"Good, Katie Day",,,,,,,,,,,,,,,,,,,,,,,,The MIT Press,,2020,['Formal Education'],[],English,https://mitpress.mit.edu/books/bring-world-child,10.7551/mitpress/11061.001.0001,,,
matched,McCowan_2019,book,Higher Education for and beyond the Sustainable Development Goals,"McCowan, Tristan",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2019,['Higher education research'],"['conceptual publications', 'Theoretical']",English,,10.1007/978-3-030-19597-7,,,
matched,Hanna_2019,book,Young People′s Rights in the Citizenship Education Classroom,"Hanna, Helen",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1007/978-3-030-21147-9,,,
matched,Hanna_2019,book,Young People′s Rights in the Citizenship Education Classroom,"Hanna, Helen",,,,,,,,,,,,,,,,,,,,,,,,Springer ,195-216,2019,"['conceptual publications', 'Theoretical']",['Policy related research'],English,,10.1007/978-3-030-21147-9,,,
matched,Jerome_2019,book,The Rise of Character Education in Britain,"Jerome, Lee","Kisby, Ben",,,,,,,,,,,,,,,,,,,,,,,Springer ,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1007/978-3-030-27761-1,,,
matched,Peterson_2020,book,Global Citizenship Education in Australian Schools,"Peterson, Andrew",,,,,,,,,,,,,,,,,,,,,,,,Springer,,2020,['Formal Education'],[],English,,10.1007/978-3-030-56603-6,,,
matched,Yemini_2017,book,Internationalization and Global Citizenship,"Yemini, Miri",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2017,['Policy related research'],[],English,,10.1007/978-3-319-38939-4,,,
matched,Schulz_2016,book,IEA International Civic and Citizenship Education Study 2016 Assessment Framework,"Schulz, Wolfram","Ainley, John","Fraillon, Julian","Losito, Bruno","Agrusti, Gabriella",,,,,,,,,,,,,,,,,,,,Springer ,,2016,['Policy related research'],[],English,,10.1007/978-3-319-39357-5,,,
matched,2017,book,Post-Sustainability and Environmental Education,"Jickling, Bob","Sterling, Stephen",,,,,,,,,,"Jickling, Bob","Sterling, Stephen",,,,,,,,,,,,Springer,,2017,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9783319513218,10.1007/978-3-319-51322-5,,,
matched,Strandbrink_2017,book,Civic Education and Liberal Democracy,"Strandbrink, Peter",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2017,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-3-319-55798-4,,,
matched,2020,book,The Palgrave Handbook of Citizenship and Education,"Aslan, M.","Van Ommen, M.",,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Peterson, Andrew","Stahl, Garth","Soong, Hannah",,,,,,,,,,,Springer,693-704,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-3-319-67828-3,,,
matched,2020,book,The Palgrave Handbook of Citizenship and Education,"Maire, Quentin",,,,,,,,,,The Palgrave Handbook of Citizenship and Education,"Peterson, Andrew","Stahl, Garth","Soong, Hannah",,,,,,,,,,,Springer ,649-663,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-3-319-67828-3,,,
matched,2018,book,African Democratic Citizenship Education Revisited,"Waghid, Yusef","Davids, Nuraan",,,,,,,,,,"Waghid, Yusef","Davids, Nuraan",,,,,,,,,,,,Springer ,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9783319678603#aboutBook,10.1007/978-3-319-67861-0,,,
matched,Minnix_2018,book,Rhetoric and the Global Turn in Higher Education,"Minnix, Christopher",,,,,,,,,,,,,,,,,,,,,,,,Springer ,,2018,['Higher education research'],[],English,https://www.palgrave.com/de/book/9783319717241,10.1007/978-3-319-71725-8,,,
matched,2018,book,The Globalisation of Higher Education,"Hall, Timothy","Gray, Tonia","Downey, Greg","Singh, Michael",,,,,,,,"Hall, Timothy","Gray, Tonia","Downey, Greg","Singh, Michael",,,,,,,,,,Springer,,2018,['Higher education research'],[],English,https://link.springer.com/book/10.1007/978-3-319-74579-4,10.1007/978-3-319-74579-4,,,
